Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Longtitude,Regionname,Propertycount
3,h,2080000,1,32,13.1,3128,2,2,693,158,1925,28,145.1217,Eastern,4605
2,h,610000,1,16,10.8,3019,1,2,555,74,1950,16,144.8463,Eastern,3589
2,h,760000,1,67,10.8,3019,1,1,604,82,1950,16,144.8528,Eastern,3589
3,r,441700,3,16,10.8,3019,2,1,145,107,2003,16,144.8463,Eastern,3589
4,h,1000000,1,155,10.8,3019,3,2,475,319,2002,16,144.8552,Eastern,3589
3,h,2575000,1,135,11.2,3186,2,2,517,195,1920,1,144.9977,Eastern,10579
4,r,2900000,4,111,11.2,3186,4,2,473,292,2013,1,144.9999,Eastern,10579
3,h,2225000,0,160,11.2,3186,2,2,0,167,1980,1,144.9866,Eastern,10579
2,r,975000,0,135,11.2,3186,1,1,444,182,1915,1,145.0046,Eastern,10579
4,h,4225000,1,23,11.2,3186,2,2,920,333,1990,1,144.9902,Eastern,10579
3,r,2100000,1,32,11.2,3186,2,4,0,145,1970,1,145.0002,Eastern,10579
2,p,520000,0,260,11.2,3186,1,1,1647,73,2004,1,144.9972,Eastern,10579
4,h,2000000,4,111,11.2,3186,2,2,286,283,1999,1,145,Eastern,10579
3,r,1990000,1,32,11.2,3186,2,2,0,189,1935,1,145.0026,Eastern,10579
3,h,3025000,0,23,11.2,3186,2,4,649,195,1967,1,144.9893,Eastern,10579
3,p,1221000,1,160,11.2,3186,2,2,0,109,1975,1,144.9901,Eastern,10579
5,h,2140000,1,135,10.7,3187,2,2,780,206,1950,1,145.0142,Eastern,6938
3,h,1635000,1,32,10.7,3187,1,1,597,131,1925,1,145.0229,Eastern,6938
4,r,1700000,0,94,10.7,3187,3,2,312,118,1950,1,145.0144,Eastern,6938
5,h,1900000,0,94,10.7,3187,3,2,583,271,2009,1,145.0101,Eastern,6938
3,r,972000,1,82,10.7,3187,2,1,119,160,2000,1,145.0118,Eastern,6938
3,h,1652000,1,106,5.2,3056,1,2,506,196.8,1921,23,144.9694,Eastern,11918
2,p,735000,3,243,5.2,3056,1,2,173,77,1970,23,144.9653,Eastern,11918
3,h,1210000,1,255,5.2,3056,1,0,282,112,1900,23,144.966,Eastern,11918
1,p,528000,1,155,5.2,3056,1,1,0,58,2010,23,144.9676,Eastern,11918
3,h,1115000,1,37,5.2,3056,1,1,249,116,1925,23,144.9664,Eastern,11918
2,p,320000,1,196,5.2,3056,1,1,638,48,1970,23,144.9647,Eastern,11918
3,h,1260000,1,106,5.2,3056,2,1,192,120,1910,23,144.9637,Eastern,11918
4,h,1210000,3,255,5.2,3056,2,1,373,200,2009,23,144.9599,Eastern,11918
4,h,1385000,0,106,5.2,3056,2,4,650,173.45,1950,23,144.9716,Eastern,11918
3,r,981000,3,155,5.2,3056,2,1,122,140,2012,23,144.9661,Eastern,11918
1,p,418000,3,90,5.2,3056,1,1,0,51,1970,23,144.9635,Eastern,11918
2,p,585000,0,106,5.2,3056,1,1,430,258,2006,23,144.9623,Eastern,11918
4,h,1900000,4,155,5.2,3056,3,2,0,212,2012,23,144.9513,Eastern,11918
2,h,884000,3,106,5.2,3056,1,0,148,75,1890,23,144.9568,Eastern,11918
2,p,480000,4,28,5.2,3056,1,1,557,57,1960,23,144.951,Eastern,11918
4,h,1310000,1,106,4.5,3057,1,2,449,159,1930,23,144.9762,Eastern,5533
2,h,1283000,1,106,4.5,3057,1,1,263,109,1910,23,144.9742,Eastern,5533
2,h,1015000,1,155,4.5,3057,1,0,137,67,1890,23,144.9733,Eastern,5533
2,p,435000,3,173,4.5,3057,1,1,0,70,2011,23,144.9786,Eastern,5533
2,p,835000,3,106,4.5,3057,1,2,0,96,2005,23,144.975,Eastern,5533
3,h,1500000,1,106,4.5,3057,1,3,446,125,1940,23,144.9835,Eastern,5533
2,p,407500,3,260,5.9,3055,1,1,1097,67,1970,23,144.9421,Eastern,7082
2,h,825000,0,155,5.9,3055,1,0,207,77,1950,23,144.9406,Eastern,7082
3,h,645000,3,155,5.9,3055,3,1,131,109,2008,23,144.9378,Eastern,7082
3,h,1220000,1,255,5.9,3055,1,1,335,113,1940,23,144.945,Eastern,7082
3,h,1100000,4,155,5.9,3055,2,1,169,139,1900,23,144.9504,Eastern,7082
3,r,670000,0,155,5.9,3055,1,2,109,104,2010,23,144.9416,Eastern,7082
2,p,640000,1,193,5.9,3055,1,1,559,57,1970,23,144.9488,Eastern,7082
2,h,545000,4,106,5.9,3055,1,1,0,59,1970,23,144.9487,Eastern,7082
4,h,1205000,1,155,5.9,3055,2,2,518,160,1980,23,144.9499,Eastern,7082
3,p,860000,1,106,11.8,3105,1,1,0,110,1999,15,145.088,Eastern,4480
2,r,599900,1,16,11.8,3105,1,2,135,76,1970,15,145.0918,Eastern,4480
4,r,910000,3,16,11.8,3105,2,2,190,133,2000,15,145.0884,Eastern,4480
3,h,1100000,1,16,11.8,3105,2,3,709,143,1970,15,145.0968,Eastern,4480
5,h,1730000,1,192,11.8,3105,4,4,564,185,1955,15,145.0936,Eastern,4480
6,h,1591000,1,196,11.7,3125,2,2,665,209,1950,28,145.1283,Eastern,5678
3,r,975000,4,202,11.7,3125,2,2,267,150,2012,28,145.1071,Eastern,5678
2,h,1815000,1,126,11.7,3125,1,1,698,196,1960,28,145.1278,Eastern,5678
3,h,1590000,3,106,11.7,3125,2,4,862,179.3,1950,20,145.0979,Eastern,5678
4,h,1601000,1,140,11.7,3125,2,1,863,165,1940,28,145.1127,Eastern,5678
5,h,1225000,1,32,11.7,3125,1,2,633,182,1960,28,145.1285,Eastern,5678
3,h,1930000,1,155,7.8,3124,1,2,643,116,1920,2,145.0924,Eastern,8920
4,h,2216000,1,73,7.8,3124,2,0,670,176,1930,2,145.089,Eastern,8920
4,h,2110000,1,73,7.8,3124,1,3,572,150,1910,2,145.062,Eastern,8920
2,h,1900000,1,161,7.8,3124,1,3,633,134.3,1960,2,145.0824,Eastern,8920
3,h,1620000,1,106,7.8,3124,2,2,575,155,2000,2,145.0909,Eastern,8920
4,h,3550000,1,135,7.8,3124,2,1,790,251,1890,2,145.0661,Eastern,8920
3,h,1905000,1,135,7.8,3124,1,2,400,145,1890,2,145.0616,Eastern,8920
4,h,2990000,1,135,7.8,3124,2,2,742,280,1997,2,145.0673,Eastern,8920
3,p,835000,1,135,7.8,3124,1,1,112,85,1960,2,145.0949,Eastern,8920
5,h,8000000,4,219,9,3126,5,4,2079,464.3,1880,2,145.0694,Eastern,3265
4,h,3450000,1,155,3.2,3054,2,1,515,203,1905,31,144.9742,Eastern,3106
2,p,635000,1,161,11.4,3163,1,1,0,73,1980,8,145.0619,Eastern,7822
1,p,305000,1,255,11.4,3163,1,1,0,46,1960,8,145.0632,Eastern,7822
3,h,1200000,0,260,11.4,3163,2,2,515,156,1930,8,145.0541,Eastern,7822
3,p,945000,1,260,11.4,3163,1,2,1103,100,1987,8,145.0603,Eastern,7822
4,h,1667000,1,196,11.4,3163,2,2,615,193,1920,8,145.0531,Eastern,7822
1,p,330000,1,196,11.4,3163,1,1,0,46,1960,8,145.0616,Eastern,7822
3,p,577000,1,260,11.4,3163,1,1,0,84,1965,8,145.0561,Eastern,7822
1,p,305000,3,82,8.1,3161,1,1,750,43,1965,8,145.0197,Eastern,6923
2,p,742500,1,82,8.1,3161,2,1,0,85,2011,8,145.0116,Eastern,6923
2,p,630000,1,23,9.3,3162,1,1,0,71,2003,8,145.0137,Eastern,5051
3,h,1350000,1,23,9.3,3162,2,1,305,129,1925,8,145.023,Eastern,5051
2,p,490000,1,260,9.3,3162,1,1,0,61,1960,8,145.0259,Eastern,5051
3,p,701000,0,196,13.6,3148,2,2,235,112,2000,20,145.0934,Eastern,3582
3,r,905000,1,32,13.6,3148,1,2,418,132,1955,20,145.096,Eastern,3582
3,p,988000,2,32,13.6,3148,2,2,286,124,2008,20,145.0954,Eastern,3582
3,r,820000,4,260,13.6,3148,2,2,213,115,2012,20,145.0942,Eastern,3582
3,h,1500000,1,155,3.4,3068,1,1,230,127,1900,31,144.9967,Eastern,2954
2,p,641000,1,106,3.4,3068,1,1,72,90,1980,31,145.0058,Eastern,2954
2,h,1250000,1,106,3.4,3068,1,0,158,95,1890,31,144.9995,Eastern,2954
3,h,1652500,1,155,3.4,3068,1,0,276,170,1904,31,144.9938,Eastern,2954
1,p,465000,1,92,3.4,3068,1,1,0,45,1970,31,145.0058,Eastern,2954
2,p,495000,1,16,7.8,3058,1,0,388,69,1960,23,144.9694,Eastern,11204
2,h,930000,1,194,7.8,3058,1,0,275,106.2,1920,23,144.9576,Eastern,11204
2,r,781000,1,260,7.8,3058,1,1,0,112.9,2014,23,144.9604,Eastern,11204
2,h,677776,3,106,7.8,3058,1,2,0,64,1980,23,144.9496,Eastern,11204
4,r,680000,1,49,7.8,3058,2,1,3747,143,2006,23,144.9787,Eastern,11204
3,r,824000,1,16,7.8,3058,1,2,120,113.76,1990,23,144.9795,Eastern,11204
4,h,1500000,4,155,7.8,3058,2,1,453,187,1910,23,144.9481,Eastern,11204
4,h,1005000,1,155,7.8,3058,2,1,172,135,1900,23,144.9634,Eastern,11204
4,h,901000,3,196,7.8,3058,2,1,398,123,1950,23,144.9787,Eastern,11204
3,h,990000,1,16,7.8,3058,1,3,414,153.1,1930,23,144.9573,Eastern,11204
6,h,1455000,1,28,7.8,3058,3,4,768,285,1997,23,144.9603,Eastern,11204
3,h,1250000,1,155,7.8,3058,2,2,500,148,1900,23,144.9653,Eastern,11204
5,h,1790000,1,106,7.8,3058,3,2,635,108,1920,23,144.9593,Eastern,11204
2,p,650000,1,16,7.8,3058,1,1,136,81,1975,23,144.9754,Eastern,11204
3,r,720000,0,35,7.8,3058,2,2,531,112,2016,23,144.9571,Eastern,11204
3,r,720000,0,42,7.8,3058,2,2,531,112,2016,23,144.9571,Eastern,11204
2,p,535000,1,155,1.6,3066,1,1,0,63,1970,31,144.9883,Eastern,4553
2,r,945000,1,106,1.6,3066,1,1,15900,98,1880,31,144.985,Eastern,4553
2,h,888000,1,196,1.6,3066,1,0,112,100,1900,31,144.9901,Eastern,4553
3,p,1000000,3,37,1.6,3066,2,2,0,148,2005,31,144.9908,Eastern,4553
3,h,1350000,1,23,2.5,3121,1,1,117,147,1900,31,144.9923,Eastern,1123
4,h,1300000,0,196,13.9,3108,2,2,872,185,1970,15,145.1138,Eastern,9028
4,h,1400000,0,16,13.9,3108,2,2,664,150,1980,15,145.1116,Eastern,9028
4,h,1100000,0,16,13.9,3108,3,2,661,170,1965,15,145.1433,Eastern,9028
3,h,1355000,1,16,13.9,3108,1,1,814,120,1965,15,145.1309,Eastern,9028
5,h,1652000,1,28,8,3040,2,1,697,196,1920,21,144.9159,Eastern,9264
3,h,1131000,1,76,8,3040,1,1,387,135,1900,21,144.9272,Eastern,9264
1,p,310000,3,28,8,3040,1,1,845,45,1977,21,144.9206,Eastern,9264
3,p,700000,1,155,8,3040,1,1,227,120,2005,21,144.892,Eastern,9264
2,p,610000,0,106,8,3040,1,1,0,75,2012,21,144.8957,Eastern,9264
3,h,960000,0,16,8,3040,2,1,411,159,1990,21,144.8986,Eastern,9264
1,p,426500,1,28,8,3040,1,1,62,53,1960,21,144.9134,Eastern,9264
2,p,676000,1,106,5.8,3078,1,1,0,87,2002,31,145.0109,Eastern,2970
3,h,1500000,0,255,5.8,3078,1,2,574,150,1925,6,145.0165,Eastern,2970
3,h,660000,1,28,12.4,3060,1,2,585,88,1960,23,144.9676,Eastern,5070
3,h,741000,1,178,12.4,3060,1,3,578,128,1960,23,144.9695,Eastern,5070
3,p,532000,1,196,12.4,3060,2,1,207,205,2007,23,144.9631,Eastern,5070
3,h,1000000,0,196,12.4,3060,1,2,1069,120,1960,23,144.9596,Eastern,5070
2,p,328000,3,127,12.4,3060,1,1,0,67,1970,23,144.9644,Eastern,5070
3,r,543500,1,221,12.4,3060,3,3,247,103,2011,23,144.975,Eastern,5070
1,p,330000,1,155,3.5,3068,1,1,0,32,1970,31,144.9836,Eastern,6244
2,h,846000,1,91,3.5,3068,1,0,160,119,1880,31,144.9824,Eastern,6244
2,h,1055000,1,43,3.5,3068,1,0,192,85.2,1910,31,144.9879,Eastern,6244
3,h,1250000,1,139,4.4,3031,2,2,226,140,2002,21,144.9243,Eastern,3593
2,h,953000,1,23,4.4,3031,1,0,274,103,1930,21,144.9238,Eastern,3593
2,p,603000,1,155,4.4,3031,1,1,0,96,1890,21,144.9306,Eastern,3593
3,h,940000,1,260,4.4,3031,1,1,320,110,1940,21,144.9359,Eastern,3593
5,h,1550000,0,155,4.4,3031,1,1,432,200,1915,21,144.9323,Eastern,3593
2,p,500000,1,155,4.4,3031,1,1,0,72.9,1970,21,144.9247,Eastern,3593
2,p,450000,1,155,4.4,3031,1,1,0,62,1970,21,144.9311,Eastern,3593
2,p,390000,4,155,4.4,3031,1,1,472,55,1960,21,144.922,Eastern,3593
3,h,1085000,3,155,4.4,3031,1,1,180,132,1991,21,144.9273,Eastern,3593
2,h,1060000,1,155,4.4,3031,1,0,209,75,1890,21,144.9347,Eastern,3593
3,h,917000,1,106,4.4,3031,1,0,143,136,1890,21,144.9336,Eastern,3593
2,h,885000,1,104,6.4,3011,1,0,267,99.5,1890,16,144.89,Eastern,7570
2,r,485000,3,23,6.4,3011,2,1,0,70,2011,16,144.884,Eastern,7570
3,r,760000,4,104,6.4,3011,1,1,219,3,2011,16,144.8819,Eastern,7570
3,h,871000,1,85,6.4,3011,1,1,267,101,1900,16,144.8901,Eastern,7570
2,h,882000,3,239,6.4,3011,1,0,172,80,1900,16,144.8905,Eastern,7570
3,h,895000,0,31,6.4,3011,1,2,272,106,1920,16,144.904,Eastern,7570
1,p,260000,3,255,10.4,3163,1,1,1162,44,1965,8,145.0451,Eastern,2403
3,h,1452000,3,106,9.2,3146,2,2,269,184,1997,26,145.0542,Eastern,10412
3,h,1800000,3,106,9.2,3146,1,3,732,138,1950,2,145.0864,Eastern,10412
3,r,1253000,1,2,9.2,3146,2,2,0,131,1995,26,145.0494,Eastern,10412
4,h,1760000,0,106,9.2,3146,3,3,622,160,1940,2,145.0859,Eastern,10412
3,h,3310000,1,135,9.2,3146,3,2,662,265,1988,26,145.0455,Eastern,10412
3,h,1601000,1,135,9.2,3146,1,2,453,102,1930,2,145.0592,Eastern,10412
2,p,910000,1,73,9.2,3146,1,1,157,97,1970,2,145.0814,Eastern,10412
3,h,780000,0,28,13,3046,1,2,742,101,1970,23,144.9538,Eastern,8870
2,r,420000,4,28,13,3046,2,1,1137,82,2009,23,144.9204,Eastern,8870
3,h,895000,1,16,13,3046,1,2,697,148,1955,23,144.9256,Eastern,8870
3,h,885000,0,16,13,3046,1,2,751,145,1972,23,144.9376,Eastern,8870
3,h,597500,1,257,13,3046,1,2,663,84,1950,23,144.9349,Eastern,8870
3,h,822000,1,16,13,3046,1,2,738,107.4,1960,23,144.941,Eastern,8870
5,r,645000,1,16,13,3046,1,1,227,152,2013,23,144.941,Eastern,8870
3,r,595000,3,155,13,3046,1,2,258,142.6,2001,23,144.9087,Eastern,8870
4,h,1050000,4,155,13,3046,3,2,715,271,1970,23,144.9373,Eastern,8870
3,h,705000,1,16,13,3046,1,2,694,110,1960,23,144.9112,Eastern,8870
3,p,590000,1,257,13,3046,2,2,0,118,2009,23,144.9266,Eastern,8870
3,r,680000,3,221,13,3046,2,2,243,133,2014,23,144.9357,Eastern,8870
3,h,935000,1,221,13,3046,1,2,666,176,1960,23,144.9191,Eastern,8870
3,h,740000,3,221,12.1,3046,1,4,605,145,1960,23,144.9467,Eastern,2606
2,r,837000,3,32,13.7,3188,2,1,516,92,2007,1,145.0008,Eastern,5454
4,h,2500000,0,192,13.7,3188,3,2,684,317,2008,1,145.0169,Eastern,5454
2,p,860000,1,32,13.7,3188,1,1,90,90,1962,1,144.9994,Eastern,5454
3,h,1700000,4,111,4.6,3122,1,2,338,132,1910,2,145.0243,Eastern,11308
1,p,440000,1,106,4.6,3122,1,1,0,51,1960,2,145.0397,Eastern,11308
1,p,535000,1,260,4.6,3122,1,1,918,50,2006,2,145.033,Eastern,11308
2,p,635000,1,106,4.6,3122,1,1,2679,78,1960,2,145.0269,Eastern,11308
1,p,317500,1,161,4.6,3122,1,0,0,55,1957,2,145.0239,Eastern,11308
1,p,360000,0,255,4.6,3122,1,1,6494,77.5,1965,2,145.0255,Eastern,11308
2,h,1800000,1,106,4.6,3122,1,0,221,106,1900,2,145.0251,Eastern,11308
1,p,275000,3,260,4.6,3122,1,0,479,30,1970,2,145.0322,Eastern,11308
3,h,1525000,4,106,4.6,3122,1,0,269,134,1905,2,145.0206,Eastern,11308
2,p,560000,3,189,4.6,3122,1,0,0,82.3,1960,2,145.0431,Eastern,11308
3,r,1264000,1,260,7.5,3123,2,2,0,187,2010,2,145.0527,Eastern,6482
4,h,3600000,4,106,7.5,3123,3,2,667,310,1988,2,145.0511,Eastern,6482
3,h,1405000,1,111,7.5,3123,2,2,185,185,1985,2,145.0481,Eastern,6482
2,p,555000,1,135,7.5,3123,1,2,0,64,1970,2,145.0474,Eastern,6482
3,h,1271000,1,73,10.6,3084,2,2,330,171,2008,0,145.06,Eastern,2890
2,h,665000,1,106,10.5,3081,1,1,263,84,1992,0,145.0511,Eastern,2947
3,r,575000,1,161,10.5,3081,1,2,192,91,1995,0,145.0581,Eastern,2947
4,h,706000,3,155,10.5,3081,1,2,374,113,1940,0,145.0506,Eastern,2947
3,h,657000,1,106,10.5,3081,1,1,317,95,1950,0,145.0513,Eastern,2947
3,p,630000,3,146,10.5,3081,2,1,0,123,2015,0,145.0465,Eastern,2947
2,h,650000,1,92,9.4,3081,1,2,465,81,1960,0,145.0371,Eastern,2674
3,h,855000,1,16,9.4,3081,1,2,658,99,1960,0,145.0386,Eastern,2674
2,h,613000,1,16,9.4,3081,1,0,391,74,1960,0,145.0398,Eastern,2674
3,h,640000,1,260,9.4,3081,1,2,476,200,1956,0,145.0405,Eastern,2674
4,r,1340000,1,134,13,3166,4,2,370,255.79,2006,20,145.0781,Eastern,3145
4,h,1410000,1,16,7.9,3079,2,1,449,252,1945,0,145.0414,Eastern,5549
4,h,1650000,0,146,7.9,3079,2,1,589,185,1910,0,145.037,Eastern,5549
3,h,1851000,1,106,7.9,3079,2,2,618,215,1960,0,145.0391,Eastern,5549
5,h,2325000,0,106,9,3079,3,2,737,325,2008,0,145.0647,Eastern,1554
3,h,2400000,4,146,9,3079,2,2,1132,240,1950,0,145.0688,Eastern,1554
4,h,646000,1,196,15,3021,2,2,658,198,1980,3,144.8217,Eastern,1202
3,h,843000,1,155,12.8,3033,2,4,573,176,1980,21,144.8555,Eastern,5629
3,h,835000,1,28,12.8,3033,2,2,700,126,1980,21,144.8722,Eastern,5629
3,h,635000,1,155,12.8,3033,2,1,162,115,2015,21,144.8664,Eastern,5629
3,h,745000,1,155,12.8,3033,1,1,535,134,1980,21,144.852,Eastern,5629
3,h,941000,1,90,12.8,3033,1,1,703,111,1965,21,144.8651,Eastern,5629
5,h,3800000,4,106,5.6,3101,5,3,609,424,1970,2,145.0451,Eastern,10331
3,r,752000,1,260,5.6,3101,2,2,0,102,1980,2,145.033,Eastern,10331
3,r,690000,1,140,5.6,3101,1,2,111,3,1872,2,145.0238,Eastern,10331
4,h,2600000,1,135,5.6,3101,2,0,320,186.36,1920,2,145.0451,Eastern,10331
5,h,4515000,1,135,5.6,3101,4,2,800,490,2012,2,145.0571,Eastern,10331
2,p,820000,0,161,5.6,3101,1,1,826,95,1960,2,145.0546,Eastern,10331
3,r,835000,1,88,5.6,3101,2,2,247,147.2,2007,2,145.0327,Eastern,10331
2,p,590000,4,106,7.5,3102,1,1,838,70,1970,2,145.0526,Eastern,2671
3,h,1402000,1,155,7.5,3102,2,2,422,120,1950,2,145.056,Eastern,2671
3,h,1190000,3,239,7.8,3012,1,1,276,105,1925,16,144.8828,Eastern,1808
4,h,1205000,1,260,7.8,3012,1,1,318,145,1960,16,144.8803,Eastern,1808
3,h,860000,3,239,7.8,3012,1,3,555,168,1940,16,144.8754,Eastern,1808
2,h,472500,1,31,9.2,3012,1,0,315,89,1990,16,144.8723,Eastern,3873
3,r,675000,1,23,9.2,3012,2,2,159,128,2016,16,144.8673,Eastern,3873
2,p,405000,3,173,9.2,3012,2,1,2787,75,2013,16,144.872,Eastern,3873
3,h,930000,3,23,9.2,3012,1,2,660,88,1955,16,144.8654,Eastern,3873
1,p,365000,3,260,7.4,3144,1,1,0,46,1960,26,145.0345,Eastern,4675
3,h,2250000,1,135,7.4,3144,2,2,192,191,2010,26,145.0297,Eastern,4675
3,h,2250000,1,73,11.2,3145,1,2,840,170,1950,26,145.0791,Eastern,8801
4,h,3200000,1,135,11.2,3145,2,2,709,214,1910,26,145.0423,Eastern,8801
3,h,2020000,1,135,11.2,3145,2,2,711,196,1915,26,145.0387,Eastern,8801
2,p,1211000,1,196,11.2,3145,1,1,259,99,1970,26,145.0526,Eastern,8801
4,h,1380000,1,260,11.2,3145,2,2,230,178,2007,26,145.0831,Eastern,8801
4,h,1715157,1,106,11.2,3145,3,2,380,160,2008,26,145.0869,Eastern,8801
3,h,1220000,1,106,11.2,3145,1,2,446,134,1980,26,145.0654,Eastern,8801
5,h,1620000,1,23,8.7,3032,3,2,601,274,2001,16,144.8843,Eastern,4918
4,h,1190000,1,204,8.7,3032,3,2,224,205,2015,16,144.8885,Eastern,4918
4,p,1850000,4,260,2.8,3000,2,1,0,213,1938,18,144.9544,Eastern,17496
1,p,333000,3,23,2.8,3000,1,0,0,41,2010,18,144.9582,Eastern,17496
2,p,452000,1,192,2.8,3000,1,0,0,60,2006,18,144.9602,Eastern,17496
1,p,275000,4,249,2.8,3000,1,0,0,52,2000,18,144.9558,Eastern,17496
2,p,683000,1,132,2.8,3000,2,1,1136,88,2009,18,144.9559,Eastern,17496
2,p,640000,4,85,2.8,3000,1,1,0,66,2005,18,144.9646,Eastern,17496
4,h,2100000,4,90,11.8,3127,2,5,719,271,1950,28,145.1082,Eastern,2079
2,p,439000,1,76,6.9,3039,1,1,0,70,2005,21,144.9245,Eastern,6232
2,h,1040000,1,155,6.9,3039,1,2,313,95,1920,21,144.9098,Eastern,6232
3,h,1670000,1,28,6.9,3039,2,2,803,166,1915,21,144.9047,Eastern,6232
4,h,1940000,0,76,6.9,3039,2,3,675,228,1920,21,144.912,Eastern,6232
2,p,560000,0,4,6.9,3039,2,1,0,63,2015,21,144.92,Eastern,6232
4,h,1515000,1,155,6.9,3039,2,3,574,203,1910,21,144.9061,Eastern,6232
5,h,2300000,0,155,6.9,3039,2,2,597,322,1930,21,144.9095,Eastern,6232
2,h,970000,1,155,6.9,3039,1,2,272,85,1900,21,144.9073,Eastern,6232
3,h,1070000,1,155,6.9,3039,1,2,231,130,1995,21,144.9284,Eastern,6232
2,p,542000,2,94,6.9,3039,2,1,0,82,2004,21,144.9245,Eastern,6232
3,h,1240000,1,139,6.9,3039,2,2,275,106,1880,21,144.9108,Eastern,6232
4,h,955000,1,255,6.9,3039,2,3,431,246,1910,21,144.9094,Eastern,6232
4,h,1656000,1,134,12.1,3163,2,2,651,199,1940,8,145.0768,Eastern,4442
2,p,582000,1,82,12.1,3163,1,2,1113,93,2010,8,145.0664,Eastern,4442
3,h,1255000,1,260,12.1,3163,1,2,557,108,1950,8,145.0733,Eastern,4442
2,p,535000,0,73,12.1,3163,1,1,77,77,1970,8,145.0643,Eastern,4442
2,p,586000,3,73,12.1,3163,2,1,0,75,2013,8,145.0666,Eastern,4442
4,h,1230000,3,86,8.4,3015,2,1,402,146,1925,10,144.8774,Eastern,5498
4,h,1560000,1,239,8.4,3015,2,3,480,235,1940,10,144.8733,Eastern,5498
3,h,975000,1,192,8.4,3015,2,2,333,192,2010,10,144.8673,Eastern,5498
5,h,1820000,3,222,8.4,3015,2,7,760,229,1935,10,144.865,Eastern,5498
3,r,900000,1,85,8.4,3015,2,2,575,128,2017,10,144.8666,Eastern,5498
4,h,956000,1,222,8.4,3015,2,4,540,113,1970,10,144.8716,Eastern,5498
4,h,1650000,1,85,8.4,3015,1,4,837,173,1930,10,144.8772,Eastern,5498
4,h,2337000,1,251,8.4,3015,2,3,580,222,1890,10,144.8903,Eastern,5498
3,h,1075000,3,194,8.4,3015,1,0,452,146,1950,10,144.8886,Eastern,5498
3,h,810000,1,16,11.2,3042,2,1,297,139,1955,21,144.8865,Eastern,2291
2,p,510000,4,16,11.2,3042,1,1,167,69,2013,21,144.8824,Eastern,2291
1,p,325000,0,155,11.2,3042,1,1,710,58,2015,21,144.8874,Eastern,2291
3,r,800000,0,16,11.2,3042,2,2,202,151,2015,21,144.8833,Eastern,2291
3,p,500000,3,155,11.2,3042,1,1,1218,94,2012,21,144.8886,Eastern,2291
2,p,680000,3,140,5.5,3070,2,1,1106,70,2009,6,144.9994,Eastern,11364
3,h,1300000,3,106,5.5,3070,1,0,191,108,1915,6,144.995,Eastern,11364
2,h,995000,0,188,5.5,3070,1,2,228,110,2004,6,144.9985,Eastern,11364
5,h,1750000,0,155,5.5,3070,2,0,406,225,1900,6,145.0099,Eastern,11364
2,h,1050000,1,106,5.5,3070,1,1,181,85,1925,6,144.9903,Eastern,11364
3,h,1235000,1,196,5.5,3070,1,1,534,127,1960,6,145.0142,Eastern,11364
2,r,600000,1,155,11.5,3046,1,1,161,112,2015,23,144.9175,Eastern,2651
3,p,601000,3,16,11.5,3046,1,2,220,90,1990,23,144.9091,Eastern,2651
3,h,755000,3,70,11.5,3046,2,1,341,170,2003,23,144.9104,Eastern,2651
3,p,648000,1,155,11.5,3046,1,1,0,94,1998,23,144.9243,Eastern,2651
4,h,1615000,1,255,14,3166,2,2,537,199,1920,20,145.096,Eastern,3224
3,p,655000,0,196,14,3166,1,2,160,104,1970,20,145.0944,Eastern,3224
5,h,1351000,1,196,14,3166,3,2,707,175,1955,20,145.097,Eastern,3224
4,h,1600000,0,196,14,3166,3,4,691,213,1950,20,145.0993,Eastern,3224
4,h,1840000,1,255,14,3166,2,2,598,222,1900,20,145.0928,Eastern,3224
5,h,2250000,1,32,11.8,3204,2,2,699,228,1925,8,145.0502,Eastern,3578
2,p,437500,1,255,11.8,3204,1,1,0,74,1970,8,145.0461,Eastern,3578
3,p,960000,1,260,11.8,3204,2,2,199,167,1995,8,145.0409,Eastern,3578
4,r,1425000,1,32,11.8,3204,2,2,314,189,2000,8,145.0532,Eastern,3578
3,h,2790000,1,49,2.6,3052,2,1,180,120,1890,18,144.9538,Eastern,2309
3,h,755000,1,155,9.9,3044,2,2,294,110,1950,23,144.9251,Eastern,7485
2,h,999000,1,155,9.9,3044,1,1,587,95,1920,23,144.9357,Eastern,7485
4,h,800000,1,155,9.9,3044,1,1,593,131,1970,23,144.9463,Eastern,7485
4,h,770000,1,155,9.9,3044,1,2,596,130,1960,23,144.9456,Eastern,7485
3,h,585000,1,257,9.9,3044,1,1,0,129,2000,23,144.9473,Eastern,7485
3,h,708000,1,260,9.9,3044,1,2,321,94,1950,23,144.9424,Eastern,7485
2,p,427500,1,260,9.9,3044,1,1,134,75,1988,23,144.9292,Eastern,7485
3,r,560000,1,155,9.9,3044,2,1,141,94,2009,23,144.9328,Eastern,7485
2,r,520000,1,28,9.9,3044,1,1,0,82,2011,23,144.9377,Eastern,7485
5,h,958000,1,155,9.9,3044,2,2,706,166,1950,23,144.9281,Eastern,7485
3,h,1400000,1,135,3.8,3207,3,0,92,105,1910,25,144.9463,Eastern,8648
2,p,520000,4,32,3.8,3207,1,1,2166,54,2012,25,144.9412,Eastern,8648
2,h,801000,1,85,3.8,3207,2,1,0,90,2012,25,144.939,Eastern,8648
3,h,2400000,1,85,3.8,3207,2,2,368,226,1880,25,144.9463,Eastern,8648
